No,Type,Title
334,Method,Beyond Pseudo-Masks: Semantic Disentanglement for Weakly Supervised Car Damage Segmentation
335,Method,Perception Before Supervision: Self-Contained Visual Distillation from Counterfactual Blind Spots
336,Method,RAMP: Robust Adaptive Mixed-Precision Quantization for Edge CPU Vision Models
337,Method,FetAngle: Toward Generalizable Automated Fetal Brain Angle Biometry via Test-Time Adaptation
338,Method,ETNA: EnTropy regularization for compressed Neural Avatar
339,Method,Gated Tabular-Conditioned Attention for Robust Multimodal Radiogenomic Glioblastoma Outcome Prediction
340,Method,HSTGFormer: Hyper Spatial-Temporal Graph Transformer for 3D Human Pose Estimation
341,Method,BasketEvent: Understanding Who Did What and When in Basketball Videos
342,Method,StyleAT: Defending Face Recognition Against Semantic Attacks
343,Method,LACE: Lag-1 Autocorrelation-based Channel Excitation - A Plug-and-Play Module for Corruption-Agnostic CNNs
344,Method,MoTE: Mixture of Task Experts for Multi-Task Video Understanding
345,Method,Cross-Domain Tracker Adaptation Without Target-Domain Labels via Vision-Language Agents
346,Method,Towards Reliable AI-Based Histological Staining: A Systematic Study of Scaling and Uncertainty in Unpaired Generative Models
347,Method,Learning Ellipsoid–Ellipse Geometry for 6D Object Pose from RGB and Object Size
348,Method,GATE: Reliability-Gated Gaussian Evidence Fusion for Training-Free Test-Time Adaptation of Vision-Language Models
349,Method,Selective Prior-Conditioned State-Space Model for Remote Sensing Change Detection
350,Method,SM4RT: Cascaded Feed-forward Model for 4D Reconstruction
351,Method,TASP: Task-Agnostic Structural Pretraining for Generalizable Medical Image Segmentation
352,Method,Domain-Aware Lightweight Spectral-Grouped Convolutions for Hyperspectral Fish Freshness Classification
353,Method,Bridging Asymmetric Domains: One-to-Many Image Translation for Shoeprint Retrieval
354,Method,Circumventing Magnitude Collapse via Modular Two-Stage Open-Set Recognition
355,Method,QCell: Recombining and Aligning Cell Queries for Overlapping Instance Segmentation
356,Method,FlexSplat: Flexible Feed-Forward 3D Gaussian Splatting without Point Cloud Correspondence
357,Method,CoVAtt - Content-Based Verification for Attribution of AI-Generated Images
358,Method,CrACK: Adversarial Attacks on Cross-Model Consistency in Collaborative Vision Foundation Models
359,Method,SlotDiT: Object-Centric Representations for Diffusion Transformers
360,Method,Reachability Is Not Generalization: Understanding Verb--Noun Decomposition in Assembly Action Recognition
361,Method,MedCORE: Criteria-Grounded Clinical Reasoning for Interpretable Medical Image Diagnosis
362,Method,AMGF3D: Adaptive Multi-scale Gated Fusion for Robust Indoor RGB-D 3D Object Detection
363,Method,X$^2$Localizer: Cross-Grained Alignment for Progressive Cross-View Video Geo-Localization
364,Method,Few-Shot Logical Anomaly Detection via Symbolic Constraint Extraction with Grounded Explanations
365,Method,A Feasibility Study on Self-Supervised LLM-Inspired Training for Generalizable Human Motion Understanding
366,Method,Evaluating Video LLMs’ Understanding of Corner Cases in Autonomous Driving
367,Method,GRCD: Grounded Region Change Detection for Multi-Finding Chest X-Ray Pairs
368,Method,"OCCAM: Class-Agnostic, Training-Free, Prior-Free and Multi-Class Object Counting"
369,Method,Triple-Expert Learning from Noisy Labels for Semi-Supervised Vision Foundation Model Adaptation
370,Method,ReCalMatch: Reliability-Calibrated Semantic Guidance for Semi-Supervised Fine-Grained Recognition
371,Method,SPDistill: Sparse Pruning-Aware Distillation for Efficient 3D Small Object Detection
372,Method,Beyond Small Patches: Black-Box Detection and Purification of Diverse Backdoor Triggers
373,Method,Multi Activity Sequence Alignment via Implicit Clustering
374,Method,Human Video Generation from a Single Image with 3D Pose and View Control
375,Method,Weakly Supervised Affordance Grounding via Semantic Affordance Anchoring
376,Method,Provably Contractive and High-Quality Denoisers for Convergent Restoration
377,Method,Privacy–Utility Tradeoffs in Remote Photoplethysmography from Facial Video
378,Method,TetherCache: Stabilizing Long-Form Video Generation with Gated Recall and Trusted Alignment
379,Method,Quotient-Space Token Context Memory for Robust Visual Object Tracking
380,Method,SignRR: Retrieve and Refine Real Motion for Sign Language Production
381,Method,Exploring Adversarial Robustness and Safety Alignment in Multilingual Multi-Modal Large Language Models
382,Method,Adaptive Subspace Projection for Generative Personalization
383,Method,Gland-Boundary Structure-Aware Networks for Generalizable Gleason Grading
384,Method,Diversity-Aware Foundational Model-Guided Open-Set Active Learning for Histopathology
385,Method,Diagnosing the Structural Blind Zone in Subject-Driven Generation: A Component-Level Diagnostic Framework
386,Method,R2Fusion: Reliability-Aware Recurrent Fusion for Burst Image Super-Resolution
387,Method,NeuroScope: Causal Probing of Sparse Brain-Token Interfaces in Frozen Diffusion Models
388,Method,MobileGestMesh: Pretrain-Free 3D Hand Mesh Estimation via Multi-Scale Token Mixer and Bounded Two-Stage Decoding
389,Method,DISASeg: Bridging DINO and SAM via Frequency-Aware Fusion for Automated Few-Shot Medical Image Segmentation
390,Method,Cross-Task Generalization Between Understanding and Generation in Unified Vision-Language Models: A Controlled Study
391,Method,Spectral Mutual Inhibition Guided Coupled Tensor Dictionary Learning for CT–MRI Image Fusion
392,Method,DUIS: Detection Under Incomplete Sensing for Driving Scenes
393,Method,Repurposing Motion Priors: VFI-Guided Task-Agnostic Temporal Consistency Correction
394,Method,DoublesEval: Diagnosing Multi-Agent Tactical Reasoning in Vision-Language Models via Professional Doubles Badminton
395,Method,NullGuard: Null-Space Embedding for Driftless Invisible Image Watermarking
396,Method,Survival-Based Collision Anticipation with an Interpretable Kinematic Memory
397,Method,BATS-Net: Boundary-Aware Token Selection for Text-Guided Ultrasound Image Segmentation
398,Method,Improving Certified Robustness via Adversarial Distillation
399,Method,Orthogonal Polynomial Approximation for Matrix Log Normalization in Global Covariance Pooling
400,Method,GRACE: Generalizable Residual Autoencoder for Cross-subject EEG Decoding
401,Method,Seeing Step-by-Step: Progressive Semantic Feedback for Joint Fusion and Segmentation
402,Method,Physically-Grounded Spring-Energy Constraints for Fine-Grained Vision-Language Captioning
403,Method,"Food Image Nutrition Estimation with Open-Weight Large Multimodal Models: Fine-Tuning, Multi-View Ensembles, and Retrieval Augmentation"
404,Method,FTR-Net: Frequency--Topology--Refinement for Stage-Aware Thin-Structure Segmentation
405,Method,When Neural Collapse Fails to Route: Routing Drift in Continual Learning
