No,Type,Title,Authors,Volume,Paper_Link,PDF_Link,Code_Link
96,Method,Outlier Robust and Sparse Estimation of Linear Regression Coefficients,"Takeyuki Sasai, Hironori Fujisawa",26,https://www.jmlr.org/papers/v26/23-1583.html,https://www.jmlr.org/papers/volume26/23-1583/23-1583.pdf,
97,Method,Posterior Concentrations of Fully-Connected Bayesian Neural Networks with General Priors on the Weights,"Insung Kong, Yongdai Kim",26,https://www.jmlr.org/papers/v26/24-0425.html,https://www.jmlr.org/papers/volume26/24-0425/24-0425.pdf,
98,Method,Invariant Subspace Decomposition,"Margherita Lazzaretto, Jonas Peters, Niklas Pfister",26,https://www.jmlr.org/papers/v26/24-0699.html,https://www.jmlr.org/papers/volume26/24-0699/24-0699.pdf,https://github.com/mlazzaretto/Invariant-Subspace-Decomposition
99,Method,Linear cost and exponentially convergent approximation of Gaussian MatÃ©rn processes on intervals,"David Bolin, Vaibhav Mehandiratta, Alexandre B. Simas",26,https://www.jmlr.org/papers/v26/24-1779.html,https://www.jmlr.org/papers/volume26/24-1779/24-1779.pdf,https://github.com/vpnsctl/MarkovApproxMatern
100,Method,Bagged k-Distance for Mode-Based Clustering Using the Probability of Localized Level Sets,Hanyuan Hang,26,https://www.jmlr.org/papers/v26/22-1179.html,https://www.jmlr.org/papers/volume26/22-1179/22-1179.pdf,
101,Method,Bayesian Data Sketching for Varying Coefficient Regression Models,"Rajarshi Guhaniyogi, Laura Baracaldo, Sudipto Banerjee",26,https://www.jmlr.org/papers/v26/23-0505.html,https://www.jmlr.org/papers/volume26/23-0505/23-0505.pdf,
102,Method,Statistical field theory for Markov decision processes under uncertainty,George Stamatescu,26,https://www.jmlr.org/papers/v26/23-0905.html,https://www.jmlr.org/papers/volume26/23-0905/23-0905.pdf,
103,Method,Distribution Free Tests for Model Selection Based on Maximum Mean Discrepancy with Estimated Parameters,"Florian BrÃ¼ck, Jean-David Fermanian, Aleksey Min",26,https://www.jmlr.org/papers/v26/23-1199.html,https://www.jmlr.org/papers/volume26/23-1199/23-1199.pdf,https://github.com/Flo771994/MMD_tests_for_model_selection
104,Method,Efficient Numerical Integration in Reproducing Kernel Hilbert Spaces via Leverage Scores Sampling,"Antoine Chatalic, Nicolas Schreuder, Ernesto De Vito, Lorenzo Rosasco",26,https://www.jmlr.org/papers/v26/23-1551.html,https://www.jmlr.org/papers/volume26/23-1551/23-1551.pdf,https://gitlab.com/achatali/efficient-numerical-integration-in-rkhs-via-ls-sampling
105,Method,Linear Hypothesis Testing in High-Dimensional Expected Shortfall Regression with Heavy-Tailed Errors,"Gaoyu Wu, Jelena Bradic, Kean Ming Tan, Wen-Xin Zhou",26,https://www.jmlr.org/papers/v26/24-0061.html,https://www.jmlr.org/papers/volume26/24-0061/24-0061.pdf,
106,Method,"Error bounds for particle gradient descent, and extensions of the log-Sobolev and Talagrand inequalities","Rocco Caprio, Juan Kuntz, Samuel Power, Adam M. Johansen",26,https://www.jmlr.org/papers/v26/24-0437.html,https://www.jmlr.org/papers/volume26/24-0437/24-0437.pdf,
107,Method,"A Unified Analysis of Nonstochastic Delayed Feedback for Combinatorial Semi-Bandits, Linear Bandits, and MDPs","Lukas Zierahn, Dirk van der Hoeven, Tal Lancewicki, Aviv Rosenberg, NicolÃ² Cesa-Bianchi",26,https://www.jmlr.org/papers/v26/24-0496.html,https://www.jmlr.org/papers/volume26/24-0496/24-0496.pdf,https://github.com/LukasZierahn/A-Unified-Analysis-of-Nonstochastic-Delayed-Feedback
108,Method,Learning conditional distributions on continuous spaces,"Cyril Benezet, Ziteng Cheng, Sebastian Jaimungal",26,https://www.jmlr.org/papers/v26/24-0924.html,https://www.jmlr.org/papers/volume26/24-0924/24-0924.pdf,https://github.com/zcheng-a/LCD_kNN
109,Method,A Decentralized Proximal Gradient Tracking Algorithm for Composite Optimization on Riemannian Manifolds,"Lei Wang, Le Bao, Xin Liu",26,https://www.jmlr.org/papers/v26/24-1989.html,https://www.jmlr.org/papers/volume26/24-1989/24-1989.pdf,
110,Method,On Global and Local Convergence of Iterative Linear Quadratic Optimization Algorithms for Discrete Time Nonlinear Control,"Vincent Roulet, Siddhartha Srinivasa, Maryam Fazel, Zaid Harchaoui",26,https://www.jmlr.org/papers/v26/22-1271.html,https://www.jmlr.org/papers/volume26/22-1271/22-1271.pdf,https://github.com/vroulet/ilqc
111,Method,Adaptive Distributed Kernel Ridge Regression: A Feasible Distributed Learning Scheme for Data Silos,"Shao-Bo Lin, Xiaotong Liu, Di Wang, Hai Zhang, Ding-Xuan Zhou",26,https://www.jmlr.org/papers/v26/23-0806.html,https://www.jmlr.org/papers/volume26/23-0806/23-0806.pdf,
112,Method,Near-Optimal Nonconvex-Strongly-Convex Bilevel Optimization with Fully First-Order Oracles,"Lesi Chen, Yaohua Ma, Jingzhao Zhang",26,https://www.jmlr.org/papers/v26/23-1104.html,https://www.jmlr.org/papers/volume26/23-1104/23-1104.pdf,
113,Method,Prominent Roles of Conditionally Invariant Components in Domain Adaptation: Theory and Algorithms,"Keru Wu, Yuansi Chen, Wooseok Ha, Bin Yu",26,https://www.jmlr.org/papers/v26/23-1234.html,https://www.jmlr.org/papers/volume26/23-1234/23-1234.pdf,https://github.com/KeruWu/Roles_CICs
114,Method,On the Statistical Properties of Generative Adversarial Models for Low Intrinsic Data Dimension,"Saptarshi Chakraborty, Peter L. Bartlett",26,https://www.jmlr.org/papers/v26/24-0054.html,https://www.jmlr.org/papers/volume26/24-0054/24-0054.pdf,
115,Method,Score-based Causal Representation Learning: Linear and General Transformations,"Burak Varici, Emre AcartÃ¼rk, Karthikeyan Shanmugam, Abhishek Kumar, Ali Tajer",26,https://www.jmlr.org/papers/v26/24-0194.html,https://www.jmlr.org/papers/volume26/24-0194/24-0194.pdf,https://github.com/acarturk-e/score-based-crl
116,Method,Precise High-Dimensional Asymptotics for Quantifying Heterogeneous Transfers,"Fan Yang, Hongyang R. Zhang, Sen Wu, Christopher Re, Weijie J. Su",26,https://www.jmlr.org/papers/v26/24-0454.html,https://www.jmlr.org/papers/volume26/24-0454/24-0454.pdf,https://github.com/VirtuosoResearch/Transfer_learning_random_matrix_simulations
117,Method,Principled Penalty-based Methods for Bilevel Reinforcement Learning and RLHF,"Han Shen, Zhuoran Yang, Tianyi Chen",26,https://www.jmlr.org/papers/v26/24-0720.html,https://www.jmlr.org/papers/volume26/24-0720/24-0720.pdf,
118,Method,DRM Revisited: A Complete Error Analysis,"Yuling Jiao, Ruoxuan Li, Peiying Wu, Jerry Zhijian Yang, Pingwen Zhang",26,https://www.jmlr.org/papers/v26/24-1258.html,https://www.jmlr.org/papers/volume26/24-1258/24-1258.pdf,
119,Method,Bayesian Scalar-on-Image Regression with a Spatially Varying Single-layer Neural Network Prior,"Ben Wu, Keru Wu, Jian Kang",26,https://www.jmlr.org/papers/v26/22-0246.html,https://www.jmlr.org/papers/volume26/22-0246/22-0246.pdf,
120,Method,On Model Identification and Out-of-Sample Prediction of PCR with Applications to Synthetic Controls,"Anish Agarwal, Devavrat Shah, Dennis Shen",26,https://www.jmlr.org/papers/v26/23-0102.html,https://www.jmlr.org/papers/volume26/23-0102/23-0102.pdf,https://github.com/deshen24/principal-component-regression
121,Method,Sparse SVM with Hard-Margin Loss: a Newton-Augmented Lagrangian Method in Reduced Dimensions,"Penghe Zhang, Naihua Xiu, Hou-Duo Qi",26,https://www.jmlr.org/papers/v26/23-0953.html,https://www.jmlr.org/papers/volume26/23-0953/23-0953.pdf,
122,Method,Quantifying the Effectiveness of Linear Preconditioning in Markov Chain Monte Carlo,"Max Hird, Samuel Livingstone",26,https://www.jmlr.org/papers/v26/23-1633.html,https://www.jmlr.org/papers/volume26/23-1633/23-1633.pdf,
123,Method,Degree of Interference: A General Framework For Causal Inference Under Interference,"Yuki Ohnishi, Bikram Karmakar, Arman Sabbaghi",26,https://www.jmlr.org/papers/v26/24-0119.html,https://www.jmlr.org/papers/volume26/24-0119/24-0119.pdf,
124,Method,Maximum Causal Entropy IRL in Mean-Field Games and GNEP Framework for Forward RL,"Berkay Anahtarci, Can Deha Kariksiz, Naci Saldi",26,https://www.jmlr.org/papers/v26/24-0458.html,https://www.jmlr.org/papers/volume26/24-0458/24-0458.pdf,
125,Method,Posterior and Variational Inference for Deep Neural Networks with Heavy-Tailed Weights,"Paul Egels, IsmaÃ«l Castillo",26,https://www.jmlr.org/papers/v26/24-0894.html,https://www.jmlr.org/papers/volume26/24-0894/24-0894.pdf,
126,Method,Last-iterate Convergence of Shuffling Momentum Gradient Method under the Kurdyka-Lojasiewicz Inequality,"Yuqing Liang, Dongpo Xu",26,https://www.jmlr.org/papers/v26/24-1243.html,https://www.jmlr.org/papers/volume26/24-1243/24-1243.pdf,
127,Method,Physics-informed Kernel Learning,"Nathan DoumÃ¨che, Francis Bach, GÃ©rard Biau, Claire Boyer",26,https://www.jmlr.org/papers/v26/24-1536.html,https://www.jmlr.org/papers/volume26/24-1536/24-1536.pdf,https://github.com/NathanDoumeche/numerical_PIML_kernel
128,Method,BitNet: 1-bit Pre-training for Large Language Models,"Hongyu Wang, Shuming Ma, Lingxiao Ma, Lei Wang, Wenhui Wang, Li Dong, Shaohan Huang, Huaijie Wang, Jilong Xue, Ruiping Wang, Yi Wu, Furu Wei",26,https://www.jmlr.org/papers/v26/24-2050.html,https://www.jmlr.org/papers/volume26/24-2050/24-2050.pdf,
129,Method,Modelling Populations of Interaction Networks via Distance Metrics,"George Bolt, SimÃ³n LunagÃ³mez, Christopher Nemeth",26,https://www.jmlr.org/papers/v26/22-0706.html,https://www.jmlr.org/papers/volume26/22-0706/22-0706.pdf,
130,Method,Actor-Critic learning for mean-field control in continuous time,"Noufel FRIKHA, Maximilien GERMAIN, Mathieu LAURIERE, Huyen PHAM, Xuanye SONG",26,https://www.jmlr.org/papers/v26/23-0345.html,https://www.jmlr.org/papers/volume26/23-0345/23-0345.pdf,
131,Method,Optimal Sample Selection Through Uncertainty Estimation and Its Application in Deep Learning,"Yong Lin, Chen Liu, Chenlu Ye, Qing Lian, Yuan Yao, Tong Zhang",26,https://www.jmlr.org/papers/v26/23-1160.html,https://www.jmlr.org/papers/volume26/23-1160/23-1160.pdf,https://github.com/corwinliu9669/COPS
132,Method,Transformers from Diffusion: A Unified Framework for Neural Message Passing,"Qitian Wu, David Wipf, Junchi Yan",26,https://www.jmlr.org/papers/v26/23-1672.html,https://www.jmlr.org/papers/volume26/23-1672/23-1672.pdf,https://github.com/qitianwu/DIFFormer
133,Method,Categorical Semantics of Compositional Reinforcement Learning,"Georgios Bakirtzis, Michail Savvas, Ufuk Topcu",26,https://www.jmlr.org/papers/v26/24-0197.html,https://www.jmlr.org/papers/volume26/24-0197/24-0197.pdf,
134,Method,On the O(sqrt(d)/T^(1/4)) Convergence Rate of RMSProp and Its Momentum Extension Measured by l_1 Norm,"Huan Li, Yiming Dong, Zhouchen Lin",26,https://www.jmlr.org/papers/v26/24-0523.html,https://www.jmlr.org/papers/volume26/24-0523/24-0523.pdf,https://github.com/adonis-dym/Convergence-Rate-RMSProp
135,Method,Score-Aware Policy-Gradient and Performance Guarantees using Local Lyapunov Stability,"CÃ©line Comte, Matthieu Jonckheere, Jaron Sanders, Albert Senen-Cerda",26,https://www.jmlr.org/papers/v26/24-1009.html,https://www.jmlr.org/papers/volume26/24-1009/24-1009.pdf,https://gitlab.laas.fr/ccomte/policy-gradient-reinforcement-learning
136,Method,PREMAP: A Unifying PREiMage APproximation Framework for Neural Networks,"Xiyue Zhang, Benjie Wang, Marta Kwiatkowska, Huan Zhang",26,https://www.jmlr.org/papers/v26/24-1297.html,https://www.jmlr.org/papers/volume26/24-1297/24-1297.pdf,
137,Method,Characterizing Dynamical Stability of Stochastic Gradient Descent in Overparameterized Learning,"Dennis Chemnitz, Maximilian Engel",26,https://www.jmlr.org/papers/v26/24-1547.html,https://www.jmlr.org/papers/volume26/24-1547/24-1547.pdf,
138,Method,Optimal and Efficient Algorithms for Decentralized Online Convex Optimization,"Yuanyu Wan, Tong Wei, Bo Xue, Mingli Song, Lijun Zhang",26,https://www.jmlr.org/papers/v26/24-2137.html,https://www.jmlr.org/papers/volume26/24-2137/24-2137.pdf,
139,Method,Minimax Optimal Deep Neural Network Classifiers Under Smooth Decision Boundary,"Tianyang Hu, Ruiqi Liu, Zuofeng Shang, Guang Cheng",26,https://www.jmlr.org/papers/v26/22-0758.html,https://www.jmlr.org/papers/volume26/22-0758/22-0758.pdf,
140,Method,"Randomly Projected Convex Clustering Model: Motivation, Realization, and Cluster Recovery Guarantees","Ziwen Wang, Yancheng Yuan, Jiaming Ma, Tieyong Zeng, Defeng Sun",26,https://www.jmlr.org/papers/v26/23-0384.html,https://www.jmlr.org/papers/volume26/23-0384/23-0384.pdf,
141,Method,Finite Expression Method for Solving High-Dimensional Partial Differential Equations,"Senwei Liang, Haizhao Yang",26,https://www.jmlr.org/papers/v26/23-1290.html,https://www.jmlr.org/papers/volume26/23-1290/23-1290.pdf,https://github.com/LeungSamWai/Finite-expression-method
142,Method,Diffeomorphism-based feature learning using PoincarÃ© inequalities on augmented input space,"Romain VerdiÃ¨re, ClÃ©mentine Prieur, Olivier Zahm",26,https://www.jmlr.org/papers/v26/23-1707.html,https://www.jmlr.org/papers/volume26/23-1707/23-1707.pdf,
143,Method,Deep Variational Multivariate Information Bottleneck - A Framework for Variational Losses,"Eslam Abdelaleem, Ilya Nemenman, K. Michael Martini",26,https://www.jmlr.org/papers/v26/24-0204.html,https://www.jmlr.org/papers/volume26/24-0204/24-0204.pdf,https://github.com/KMichaelMartini/DVMIB
144,Method,Conditional Wasserstein Distances with Applications in Bayesian OT Flow Matching,"Jannis Chemseddine, Paul Hagemann, Gabriele Steidl, Christian Wald",26,https://www.jmlr.org/papers/v26/24-0586.html,https://www.jmlr.org/papers/volume26/24-0586/24-0586.pdf,https://github.com/JChemseddine/Conditional_Wasserstein_Distances
145,Method,"Deep Generative Models: Complexity, Dimensionality, and Approximation","Kevin Wang, Hongqian Niu, Yixin Wang, Didong Li",26,https://www.jmlr.org/papers/v26/24-1335.html,https://www.jmlr.org/papers/volume26/24-1335/24-1335.pdf,https://github.com/hong-niu/dgm24
146,Method,Fine-grained Analysis and Faster Algorithms for Iteratively Solving Linear Systems,"Michal DereziÅski, Daniel LeJeune, Deanna Needell, Elizaveta Rebrova",26,https://www.jmlr.org/papers/v26/24-1906.html,https://www.jmlr.org/papers/volume26/24-1906/24-1906.pdf,
147,Method,On the Ability of Deep Networks to Learn Symmetries from Data: A Neural Kernel Theory,"Andrea Perin, Stephane Deny",26,https://www.jmlr.org/papers/v26/24-2175.html,https://www.jmlr.org/papers/volume26/24-2175/24-2175.pdf,https://github.com/Andrea-Perin/gpsymm
148,Method,Dynamic Bayesian Learning for Spatiotemporal Mechanistic Models,"Sudipto Banerjee, Xiang Chen, Ian Frankenburg, Daniel Zhou",26,https://www.jmlr.org/papers/v26/22-0896.html,https://www.jmlr.org/papers/volume26/22-0896/22-0896.pdf,https://github.com/xiangchen-stat/Bayesian_Modeling_Mechanistic_Systems
149,Method,Latent Process Models for Functional Network Data,"Peter W. MacDonald, Elizaveta Levina, Ji Zhu",26,https://www.jmlr.org/papers/v26/23-0444.html,https://www.jmlr.org/papers/volume26/23-0444/23-0444.pdf,https://github.com/peterwmacd/fase
150,Method,Losing Momentum in Continuous-time Stochastic Optimisation,"Kexin Jin, Jonas Latz, Chenguang Liu, Alessandro Scagliotti",26,https://www.jmlr.org/papers/v26/23-1396.html,https://www.jmlr.org/papers/volume26/23-1396/23-1396.pdf,
151,Method,skglm: Improving scikit-learn for Regularized Generalized Linear Models,"Badr Moufad, Pierre-Antoine Bannier, Quentin Bertrand, Quentin Klopfenstein, Mathurin Massias",26,https://www.jmlr.org/papers/v26/24-0008.html,https://www.jmlr.org/papers/volume26/24-0008/24-0008.pdf,https://github.com/scikit-learn-contrib/skglm
152,Method,Randomization Can Reduce Both Bias and Variance: A Case Study in Random Forests,"Brian Liu, Rahul Mazumder",26,https://www.jmlr.org/papers/v26/24-0255.html,https://www.jmlr.org/papers/volume26/24-0255/24-0255.pdf,
153,Method,Sample Complexity of the Linear Quadratic Regulator: A Reinforcement Learning Lens,"Amirreza Neshaei Moghaddam, Alex Olshevsky, Bahman Gharesifard",26,https://www.jmlr.org/papers/v26/24-0636.html,https://www.jmlr.org/papers/volume26/24-0636/24-0636.pdf,
154,Method,Universal Online Convex Optimization Meets Second-order Bounds,"Lijun Zhang, Yibo Wang, Guanghui Wang, Jinfeng Yi, Tianbao Yang",26,https://www.jmlr.org/papers/v26/24-1131.html,https://www.jmlr.org/papers/volume26/24-1131/24-1131.pdf,
155,Method,Classification in the high dimensional Anisotropic mixture framework: A new take on Robust Interpolation,"Stanislav Minsker, Mohamed Ndaoud, Yiqiu Shen",26,https://www.jmlr.org/papers/v26/24-1366.html,https://www.jmlr.org/papers/volume26/24-1366/24-1366.pdf,
156,Method,On Non-asymptotic Theory of Recurrent Neural Networks in Temporal Point Processes,"Zhiheng Chen, Guanhua Fang, Wen Yu",26,https://www.jmlr.org/papers/v26/24-1953.html,https://www.jmlr.org/papers/volume26/24-1953/24-1953.pdf,
157,Method,Frontiers to the learning of nonparametric hidden Markov models,"Kweku Abraham, Elisabeth Gassiat, Zacharie Naulet",26,https://www.jmlr.org/papers/v26/24-2230.html,https://www.jmlr.org/papers/volume26/24-2230/24-2230.pdf,
158,Method,WEFE: A Python Library for Measuring and Mitigating Bias in Word Embeddings,"Pablo Badilla, Felipe Bravo-Marquez, MarÃ­a JosÃ© Zambrano, Jorge PÃ©rez",26,https://www.jmlr.org/papers/v26/22-1133.html,https://www.jmlr.org/papers/volume26/22-1133/22-1133.pdf,https://github.com/dccuchile/wefe
159,Method,Regularized RÃ©nyi Divergence Minimization through Bregman Proximal Gradient Algorithms,"Thomas Guilmeau, Emilie Chouzenoux, VÃ­ctor Elvira",26,https://www.jmlr.org/papers/v26/23-0573.html,https://www.jmlr.org/papers/volume26/23-0573/23-0573.pdf,
160,Method,Score-Based Diffusion Models in Function Space,"Jae Hyun Lim, Nikola B. Kovachki, Ricardo Baptista, Christopher Beckham, Kamyar Azizzadenesheli, Jean Kossaifi, Vikram Voleti, Jiaming Song, Karsten Kreis, Jan Kautz, Christopher Pal, Arash Vahdat, Anima Anandkumar",26,https://www.jmlr.org/papers/v26/23-1472.html,https://www.jmlr.org/papers/volume26/23-1472/23-1472.pdf,https://github.com/lim0606/ddo
161,Method,Simplex Constrained Sparse Optimization via Tail Screening,"Peng Chen, Jin Zhu, Junxian Zhu, Xueqin Wang",26,https://www.jmlr.org/papers/v26/24-0010.html,https://www.jmlr.org/papers/volume26/24-0010/24-0010.pdf,https://github.com/abess-team/PERMITS
162,Method,Density Estimation Using the Perceptron,"Patrik RÃ³bert Gerber, Tianze Jiang, Yury Polyanskiy, Rui Sun",26,https://www.jmlr.org/papers/v26/24-0261.html,https://www.jmlr.org/papers/volume26/24-0261/24-0261.pdf,
163,Method,Extending Temperature Scaling with Homogenizing Maps,"Christopher Qian, Feng Liang, Jason Adams",26,https://www.jmlr.org/papers/v26/24-0700.html,https://www.jmlr.org/papers/volume26/24-0700/24-0700.pdf,https://github.com/anonymous1596/extending-temperature-scaling
164,Method,Distribution Estimation under the Infinity Norm,"Aryeh Kontorovich, Amichai Painsky",26,https://www.jmlr.org/papers/v26/24-1166.html,https://www.jmlr.org/papers/volume26/24-1166/24-1166.pdf,
165,Method,System Neural Diversity: Measuring Behavioral Heterogeneity in Multi-Agent Learning,"Matteo Bettini, Ajay Shankar, Amanda Prorok",26,https://www.jmlr.org/papers/v26/24-1477.html,https://www.jmlr.org/papers/volume26/24-1477/24-1477.pdf,https://github.com/proroklab/HetGPPO
166,Method,Nonparametric Regression on Random Geometric Graphs Sampled from Submanifolds,"Paul Rosa, Judith Rousseau",26,https://www.jmlr.org/papers/v26/24-1960.html,https://www.jmlr.org/papers/volume26/24-1960/24-1960.pdf,
167,Method,Autoencoders in Function Space,"Justin Bunker, Mark Girolami, Hefin Lambley, Andrew M. Stuart, T. J. Sullivan",26,https://www.jmlr.org/papers/v26/25-0035.html,https://www.jmlr.org/papers/volume26/25-0035/25-0035.pdf,https://github.com/htlambley/functional_autoencoders
168,Method,EMaP: Explainable AI with Manifold-based Perturbations,"Minh Nhat Vu, Huy Quang Mai, My T. Thai",26,https://www.jmlr.org/papers/v26/22-1157.html,https://www.jmlr.org/papers/volume26/22-1157/22-1157.pdf,
169,Method,Asymptotic Inference for Multi-Stage Stationary Treatment Policy with Variable Selection,"Daiqi Gao, Yufeng Liu, Donglin Zeng",26,https://www.jmlr.org/papers/v26/23-0660.html,https://www.jmlr.org/papers/volume26/23-0660/23-0660.pdf,https://github.com/DqGao/MSTP
170,Method,Frequentist Guarantees of Distributed (Non)-Bayesian Inference,"Bohan Wu, CÃ©sar A. Uribe",26,https://www.jmlr.org/papers/v26/23-1504.html,https://www.jmlr.org/papers/volume26/23-1504/23-1504.pdf,
171,Method,Boosting Causal Additive Models,"Maximilian Kertel, Nadja Klein",26,https://www.jmlr.org/papers/v26/24-0052.html,https://www.jmlr.org/papers/volume26/24-0052/24-0052.pdf,https://github.com/mkrtl/BoostingDAGs
172,Method,Contextual Bandits with Stage-wise Constraints,"Aldo Pacchiano, Mohammad Ghavamzadeh, Peter Bartlett",26,https://www.jmlr.org/papers/v26/24-0267.html,https://www.jmlr.org/papers/volume26/24-0267/24-0267.pdf,
173,Method,Data-Driven Performance Guarantees for Classical and Learned Optimizers,"Rajiv Sambharya, Bartolomeo Stellato",26,https://www.jmlr.org/papers/v26/24-0755.html,https://www.jmlr.org/papers/volume26/24-0755/24-0755.pdf,https://github.com/stellatogrp/data_driven_optimizer_guarantees
174,Method,Enhanced Feature Learning via Regularisation: Integrating Neural Networks and Kernel Methods,"Bertille FOLLAIN, Francis BACH",26,https://www.jmlr.org/papers/v26/24-1178.html,https://www.jmlr.org/papers/volume26/24-1178/24-1178.pdf,https://github.com/BertilleFollain/BKerNN
175,Method,Interpretable Global Minima of Deep ReLU Neural Networks on Sequentially Separable Data,"Thomas Chen, PatrÃ­cia MuÃ±oz Ewald",26,https://www.jmlr.org/papers/v26/24-1516.html,https://www.jmlr.org/papers/volume26/24-1516/24-1516.pdf,
176,Method,Best Linear Unbiased Estimate from Privatized Contingency Tables,"Jordan Awan, Adam Edwards, Paul Bartholomew, Andrew Sillers",26,https://www.jmlr.org/papers/v26/24-1962.html,https://www.jmlr.org/papers/volume26/24-1962/24-1962.pdf,https://github.com/JordanAwan/SeaBlue
177,Method,High-Rank Irreducible Cartesian Tensor Decomposition and Bases of Equivariant Spaces,"Shihao Shao, Yikang Li, Zhouchen Lin, Qinghua Cui",26,https://www.jmlr.org/papers/v26/25-0134.html,https://www.jmlr.org/papers/volume26/25-0134/25-0134.pdf,https://github.com/ShihaoShao-GH/ICT-decomposition-and-equivariant-bases
178,Method,Fast Algorithm for Constrained Linear Inverse Problems,"Mohammed Rayyan Sheriff, Floor Fenne Redel, Peyman Mohajerin Esfahani",26,https://www.jmlr.org/papers/v26/22-1380.html,https://www.jmlr.org/papers/volume26/22-1380/22-1380.pdf,https://github.com/MRayyanS/FLIPS
179,Method,Four Axiomatic Characterizations of the Integrated Gradients Attribution Method,"Daniel Lundstrom, Meisam Razaviyayn",26,https://www.jmlr.org/papers/v26/23-0671.html,https://www.jmlr.org/papers/volume26/23-0671/23-0671.pdf,
180,Method,Bagged Regularized k-Distances for Anomaly Detection,"Yuchao Cai, Hanfang Yang, Yuheng Ma, Hanyuan Hang",26,https://www.jmlr.org/papers/v26/23-1519.html,https://www.jmlr.org/papers/volume26/23-1519/23-1519.pdf,
181,Method,Assumption-lean and data-adaptive post-prediction inference,"Jiacheng Miao, Xinran Miao, Yixuan Wu, Jiwei Zhao, Qiongshi Lu",26,https://www.jmlr.org/papers/v26/24-0056.html,https://www.jmlr.org/papers/volume26/24-0056/24-0056.pdf,https://github.com/qlu-lab/pspa
182,Method,Generative Adversarial Networks: Dynamics,"Matias G. Delgadino, Bruno B. Suassuna, Rene Cabrera",26,https://www.jmlr.org/papers/v26/24-0848.html,https://www.jmlr.org/papers/volume26/24-0848/24-0848.pdf,
183,Method,Hierarchical Decision Making Based on Structural Information Principles,"Xianghua Zeng, Hao Peng, Dingli Su, Angsheng Li",26,https://www.jmlr.org/papers/v26/24-1184.html,https://www.jmlr.org/papers/volume26/24-1184/24-1184.pdf,
184,Method,Early Alignment in Two-Layer Networks Training is a Two-Edged Sword,"Etienne Boursier, Nicolas Flammarion",26,https://www.jmlr.org/papers/v26/24-1523.html,https://www.jmlr.org/papers/volume26/24-1523/24-1523.pdf,https://github.com/eboursier/early_alignment
185,Method,Imprecise Multi-Armed Bandits: Representing Irreducible Uncertainty as a Zero-Sum Game,Vanessa Kosoy,26,https://www.jmlr.org/papers/v26/24-2001.html,https://www.jmlr.org/papers/volume26/24-2001/24-2001.pdf,
186,Method,Optimizing Return Distributions with Distributional Dynamic Programming,"Bernardo Ãvila Pires, Mark Rowland, Diana Borsa, Zhaohan Daniel Guo, Khimya Khetarpal, AndrÃ© Barreto, David Abel, RÃ©mi Munos, Will Dabney",26,https://www.jmlr.org/papers/v26/25-0210.html,https://www.jmlr.org/papers/volume26/25-0210/25-0210.pdf,
187,Method,"Exponential Family Graphical Models: Correlated Replicates and Unmeasured Confounders, with Applications to fMRI Data","Yanxin Jin, Yang Ning, Kean Ming Tan",26,https://www.jmlr.org/papers/v26/22-1421.html,https://www.jmlr.org/papers/volume26/22-1421/22-1421.pdf,
188,Method,"Learning from Similar Linear Representations: Adaptivity, Minimaxity, and Robustness","Ye Tian, Yuqi Gu, Yang Feng",26,https://www.jmlr.org/papers/v26/23-0902.html,https://www.jmlr.org/papers/volume26/23-0902/23-0902.pdf,https://github.com/ytstat/RL-MTL-TL
189,Method,Multiple Instance Verification,"Xin Xu, Eibe Frank, Geoffrey Holmes",26,https://www.jmlr.org/papers/v26/23-1590.html,https://www.jmlr.org/papers/volume26/23-1590/23-1590.pdf,https://github.com/xxweka/MIV
190,Method,EF21 with Bells & Whistles: Six Algorithmic Extensions of Modern Error Feedback,"Ilyas Fatkhullin, Igor Sokolov, Eduard Gorbunov, Zhize Li, Peter RichtÃ¡rik",26,https://www.jmlr.org/papers/v26/24-0059.html,https://www.jmlr.org/papers/volume26/24-0059/24-0059.pdf,https://github.com/IgorSokoloff/ef21_b-w_experiements_source_code
191,Method,Model-free Change-Point Detection Using AUC of a Classifier,"Rohit Kanrar, Feiyu Jiang, Zhanrui Cai",26,https://www.jmlr.org/papers/v26/24-0365.html,https://www.jmlr.org/papers/volume26/24-0365/24-0365.pdf,https://github.com/rohitkanrar/changeAUC
192,Method,A New Random Reshuffling Method for Nonsmooth Nonconvex Finite-sum Optimization,"Junwen Qiu, Xiao Li, Andre Milzarek",26,https://www.jmlr.org/papers/v26/24-0891.html,https://www.jmlr.org/papers/volume26/24-0891/24-0891.pdf,
193,Method,Learning with Linear Function Approximations in Mean-Field Control,"Erhan Bayraktar, Ali Devran Kara",26,https://www.jmlr.org/papers/v26/24-1221.html,https://www.jmlr.org/papers/volume26/24-1221/24-1221.pdf,
194,Method,On the Convergence of Projected Policy Gradient for Any Constant Step Sizes,"Jiacai Liu, Wenye Li, Dachao Lin, Ke Wei, Zhihua Zhang",26,https://www.jmlr.org/papers/v26/24-1530.html,https://www.jmlr.org/papers/volume26/24-1530/24-1530.pdf,
195,Method,Linear Separation Capacity of Self-Supervised Representation Learning,Shulei Wang,26,https://www.jmlr.org/papers/v26/24-2032.html,https://www.jmlr.org/papers/volume26/24-2032/24-2032.pdf,
