No,Type,Title,Authors,Volume,DOI,Paper_Link
256,Method,Mitigating Adversarial Attacks by Transferring LLM-generated Narrative Reasoning for Robust Fake News Detection,"Mengyang Chen, Lingwei Wei, Wei Zhou, Songlin Hu",10.1145/3805712,10.1145/3805712.3809585,https://doi.org/10.1145/3805712.3809585
257,Method,Mitigating Evidence Suppression: Bi-level Active Evidence Injection for Educational Video Understanding,"Cheng Liu, Yiping Wang, Quanlong Guan, Chaobo He, Xingyu Zhu, Liangda Fang",10.1145/3805712,10.1145/3805712.3809586,https://doi.org/10.1145/3805712.3809586
258,Method,Mixture-of-Retrieval Experts for Reasoning-Guided Multimodal Knowledge Exploitation,"Chunyi Peng, Zhipeng Xu, Zhenghao Liu, Yishan Li, Yukun Yan, Shuo Wang, Yu Gu, Minghe Yu, Ge Yu, Maosong Sun",10.1145/3805712,10.1145/3805712.3809588,https://doi.org/10.1145/3805712.3809588
259,Method,Multi-Vector Index Compression in Any Modality,"Hanxiang Qin, Alexander Martin, Rohan Jha, Chunsheng Zuo, Reno Kriz, Benjamin Van Durme",10.1145/3805712,10.1145/3805712.3809589,https://doi.org/10.1145/3805712.3809589
260,Method,Multimodal Large Language Models with Adaptive Preference Optimization for Sequential Recommendation,"Yu Wang, Yonghui Yang, Le Wu, Yi Zhang, Fei Liu, Richang Hong",10.1145/3805712,10.1145/3805712.3809590,https://doi.org/10.1145/3805712.3809590
261,Method,MVIGER: Multi-View Variational Integration of Complementary Knowledge for Generative Recommender,"Tongyoung Kim, SooJin Yoon, SeongKu Kang, Jinyoung Yeo, Dongha Lee",10.1145/3805712,10.1145/3805712.3809591,https://doi.org/10.1145/3805712.3809591
262,Method,NeuCon-ICE: Neuron-Level Controllable In-Context Editing for Multimodal Large Language Models,"Chao Jiang, Jinzhi Liao, Xiang Zhao",10.1145/3805712,10.1145/3805712.3809592,https://doi.org/10.1145/3805712.3809592
263,Method,NeurPIU: Neurobiologically Inspired Personalized Intent Understanding in Large Language Models,"Zenghua Liao, Jinzhi Liao, Xiang Zhao",10.1145/3805712,10.1145/3805712.3809593,https://doi.org/10.1145/3805712.3809593
264,Method,One-for-All Community Search on Unseen Graphs,"Mo Li, Zhaosong Zhao, Linlin Ding, Renata Borovica-Gajic, Zhongming Yao, Jianxin Li",10.1145/3805712,10.1145/3805712.3809594,https://doi.org/10.1145/3805712.3809594
265,Method,OntoEL: Neuro-Symbolic Biomedical Entity Linking with Differentiable Fuzzy EL <sub>⊥</sub> Reasoning,"Chang Lu, Yizheng Zhao",10.1145/3805712,10.1145/3805712.3809595,https://doi.org/10.1145/3805712.3809595
266,Method,OPS: An Order-Preserving Sorting Network for Information Retrieval,"Chao Wang, Yongxiang Tang, Guikai Luan, Kaiyuan Li, Yanhua Cheng, Xialong Liu, Shu Wu, Peng Jiang",10.1145/3805712,10.1145/3805712.3809596,https://doi.org/10.1145/3805712.3809596
267,Method,Post-hoc Provider Fairness Adaptation via Hierarchical Exposure Alignment,"Jingzhi Li, Zhiyong Cheng, Richang Hong, Meng Wang",10.1145/3805712,10.1145/3805712.3809597,https://doi.org/10.1145/3805712.3809597
268,Method,ProEchoMem: Enhancing Long Video Understanding via Multi-Trace Probe-Echo Memory,"Derong Xu, Yanxin Chen, Wanyu Wang, Pengyue Jia, Chao Zhang, Maolin Wang, Yiqi Wang, Jipeng Qiang, Xuetao Wei, Hongzhi Yin, Tong Xu, Xiangyu Zhao",10.1145/3805712,10.1145/3805712.3809599,https://doi.org/10.1145/3805712.3809599
269,Method,ProMax: Exploring the Potential of LLM-derived Profiles with Distribution Shaping for Recommender Systems,"Yi Zhang, Yiwen Zhang, Kai Zheng, Tong Chen, Hongzhi Yin",10.1145/3805712,10.1145/3805712.3809600,https://doi.org/10.1145/3805712.3809600
270,Method,R <sup>3</sup> Check: Reinforcement Learning for Iterative Retrieval and Structured Reasoning in Complex Fact Checking,"Peng Qi, Yuyang Zhao, Wynne Hsu, Mong Li Lee",10.1145/3805712,10.1145/3805712.3809601,https://doi.org/10.1145/3805712.3809601
271,Method,<scp>ReAlign:</scp> Optimizing the Visual Document Retriever with Reasoning-Guided Fine-Grained Alignment,"Hao Yang, Yifan Ji, Zhipeng Xu, Zhenghao Liu, Yukun Yan, Zulong Chen, Shuo Wang, Yu Gu, Ge Yu",10.1145/3805712,10.1145/3805712.3809602,https://doi.org/10.1145/3805712.3809602
272,Method,RegionSLM: Region-aware Question Answering on Document Screenshots,"Chao Wang, Hehe Fan, Huichen Yang, Sarvnaz Karimi, Lina Yao, Yi Yang",10.1145/3805712,10.1145/3805712.3809603,https://doi.org/10.1145/3805712.3809603
273,Method,RES-MR: Risk-Aware Reasoning for Explainable and Safe Medication Recommendation,"Cong Wang, Jin Li, Shoujin Wang, Yishuo Li, Huilin Gu, Wenpeng Lu",10.1145/3805712,10.1145/3805712.3809604,https://doi.org/10.1145/3805712.3809604
274,Method,Retrieval-Augmented Multimodal Model for Fake News Detection,"Yiheng Li, Weihai Lu, Hanyi Yu, Yue Wang",10.1145/3805712,10.1145/3805712.3809605,https://doi.org/10.1145/3805712.3809605
275,Method,Revisiting Collaborative Filtering by Unleashing the Power of Similarity,"Mingyang Li, Xinlang Yue, Chen Chen, Muyang Li, Yongqi Liu, Kaiqiao Zhan",10.1145/3805712,10.1145/3805712.3809606,https://doi.org/10.1145/3805712.3809606
276,Method,Robust Multimodal Recommendation via Graph Retrieval-Enhanced Modality Completion,"Yuan Li, Jun Hu, Jiaxin Jiang, Bryan Hooi, Bingsheng He",10.1145/3805712,10.1145/3805712.3809607,https://doi.org/10.1145/3805712.3809607
277,Method,Same Frequency Begets Shared Interests: Popular-Niche Wavelet Graph Learning for Multimodal Recommendation,"Yue He, Hongbo Chen, Jingxi Xie, Fengling Li, Jingjing Li",10.1145/3805712,10.1145/3805712.3809608,https://doi.org/10.1145/3805712.3809608
278,Method,Selective Constraint Learning for Unsupervised Cross-Domain Image Retrieval,"Wensi Fang, Xiaodan Zhang, Xiaoyu Lian, Qiang Li, Shuai Lü",10.1145/3805712,10.1145/3805712.3809609,https://doi.org/10.1145/3805712.3809609
279,Method,SNBot: Modeling Self–Neighborhood Representation Discrepancy for Social Bot Detection,"Qilong Lin, Jingya Zhou",10.1145/3805712,10.1145/3805712.3809610,https://doi.org/10.1145/3805712.3809610
280,Method,Spectral-Adaptive Adversarial Hashing for Robust Image Retrieval,"Gang Zhou, Shibiao Xu, Xiaolong Zheng, Daniel Dajun Zeng",10.1145/3805712,10.1145/3805712.3809611,https://doi.org/10.1145/3805712.3809611
281,Method,SSR: Structured Subgraph Retrieval for Temporal Knowledge Graph Question Answering with LLMs,"Ying Zhang, Li Zhang, Wenya Guo, Shilong Ping, Xinying Qian",10.1145/3805712,10.1145/3805712.3809612,https://doi.org/10.1145/3805712.3809612
282,Method,<i>Struct-Align:</i> Zero-Shot Text-to-3D Scene Retrieval via Locality-Aware Structural Alignment,"Xiong Li, Yikang Yan, Zhenyu Wen, Jie Su, Qi Chen, Zhen Hong",10.1145/3805712,10.1145/3805712.3809613,https://doi.org/10.1145/3805712.3809613
283,Method,The Attention Market: Interpreting Online Fair Re-ranking as Manifold Optimization under Walrasian Equilibrium,"Chen Xu, Wei Chu, Wenyu Hu, Fengran Mo, Jun Xu, Maarten de Rijke",10.1145/3805712,10.1145/3805712.3809614,https://doi.org/10.1145/3805712.3809614
284,Method,Time-Interval-Aware Disentangled Expert Modeling for Next-Basket Recommendation,"Zhiying Deng, Yuan Fu, Usman Farooq, Ziwei Tian, Wei Liu, Jianjun Li",10.1145/3805712,10.1145/3805712.3809615,https://doi.org/10.1145/3805712.3809615
285,Method,TimeMM: Time-as-Operator Spectral Filtering for Dynamic Multimodal Recommendation,"Wei Yang, Rui Zhong, Zihan Lin, Xiaodan Wang, Cheng Chen, Huan Ren, Yao Hu",10.1145/3805712,10.1145/3805712.3809616,https://doi.org/10.1145/3805712.3809616
286,Method,Understanding and Modeling Heterogeneous Search Behavior,"Nuha Abu Onq, Chenglong Ma, Mark Sanderson, Falk Scholer",10.1145/3805712,10.1145/3805712.3809618,https://doi.org/10.1145/3805712.3809618
287,Method,Unified Entity Matching under Scarce Supervision via Meta-Rule Induction and Retrieval,"Ziheng Zhang, Weixin Zeng, Jiuyang Tang, Xiang Zhao",10.1145/3805712,10.1145/3805712.3809619,https://doi.org/10.1145/3805712.3809619
288,Method,Unsupervised 2D Image-Based 3D Model Retrieval via Decision Boundary Alignment and Graph Semantic Propagation,"Nian Hu, Yibo Zhao, Xinhui Li, Chen Li, Cong Liu, Zan Gao",10.1145/3805712,10.1145/3805712.3809620,https://doi.org/10.1145/3805712.3809620
289,Method,Verbalizing LightGCN: Direct Learning of Textual Representations from User-Item Interaction Graph via LLMs,"Manh-Khanh Ngo Huu, Hady W. Lauw",10.1145/3805712,10.1145/3805712.3809621,https://doi.org/10.1145/3805712.3809621
290,Method,Verifiable Reasoning for LLM-based Generative Recommendation,"Xinyu Lin, Hanqing Zeng, Hanchao Yu, Yinglong Xia, Jiang Zhang, Aashu Singh, Fei Liu, Wenjie Wang, Fuli Feng, Tat-Seng Chua, Qifan Wang",10.1145/3805712,10.1145/3805712.3809622,https://doi.org/10.1145/3805712.3809622
291,Method,Well Begun is Half Done: Training-Free and Model-Agnostic Semantically Guaranteed User Representation Initialization for Multimodal Recommendation,"Jinfeng Xu, Zheyu Chen, Shuo Yang, Jinze Li, Hewei Wang, Jianheng Tang, Wei Wang, Xiping Hu, Edith C. H. Ngai",10.1145/3805712,10.1145/3805712.3809623,https://doi.org/10.1145/3805712.3809623
292,Method,Adaptive Sparsity Optimization with Learnable Soft Top- <i>K</i> and Per-Term Thresholding for Efficient Retrieval,"Wentai Xie, Parker Carlson, Shanxiu He, Tao Yang",10.1145/3805712,10.1145/3805712.3809625,https://doi.org/10.1145/3805712.3809625
293,Method,Advantage-Conditioned Flow Policy for Offline Reinforcement Learning in Recommendation,"Xiaocong Chen, Siyu Wang, Lina Yao",10.1145/3805712,10.1145/3805712.3809626,https://doi.org/10.1145/3805712.3809626
294,Method,Agentic Search in the Wild: Intents and Trajectory Dynamics from 14M+ Real Search Requests,"Jingjie Ning, João Coelho, Yibo Kong, Yunfan Long, Bruno Martins, João Magalhães, Jamie Callan, Chenyan Xiong",10.1145/3805712,10.1145/3805712.3809627,https://doi.org/10.1145/3805712.3809627
295,Method,ARHN: Answer-Centric Relabeling of Hard Negatives with Open-Source LLMs for Dense Retrieval,"Hyewon Choi, Jooyoung Choi, Hansol Jang, Hyun Kim, Chulmin Yun, Changwook Jun, Stanley Jungkyu Choi",10.1145/3805712,10.1145/3805712.3809628,https://doi.org/10.1145/3805712.3809628
296,Method,AsarRec: Adaptive Sequential Augmentation for Robust Self-supervised Sequential Recommendation,"Kaike Zhang, Qi Cao, Fei Sun, Xinran Liu, Huawei Shen, Xueqi Cheng",10.1145/3805712,10.1145/3805712.3809629,https://doi.org/10.1145/3805712.3809629
297,Method,Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,"Peiyang Liu, Qiang Yan, Ziqiang Cui, Di Liang, Xi Wang, Wei Ye",10.1145/3805712,10.1145/3805712.3809631,https://doi.org/10.1145/3805712.3809631
298,Method,mKG-RAG: Leveraging Multimodal Knowledge Graphs in Retrieval-Augmented Generation for Knowledge-intensive VQA,"Xu Yuan, Liangbo Ning, Qingqing Ye, Wenqi Fan, Qing Li",10.1145/3805712,10.1145/3805712.3809680,https://doi.org/10.1145/3805712.3809680
299,Method,Modular Representation Compression: Adapting LLM Representations for Efficient and Effective Recommendation,"Yunjia Xi, Menghui Zhu, Jianghao Lin, Bo Chen, Ruiming Tang, Yong Yu, Weinan Zhang",10.1145/3805712,10.1145/3805712.3809681,https://doi.org/10.1145/3805712.3809681
300,Method,MUDY: Multi-Granular Dynamic Candidate Contextualization for Unsupervised Keyphrase Extraction,"Hyeongu Kang, Susik Yoon",10.1145/3805712,10.1145/3805712.3809682,https://doi.org/10.1145/3805712.3809682
301,Method,Multi-Faceted Continual Knowledge Graph Embedding for Semantic-Aware Link Prediction,"Jing Qi, Yuxiang Wang, Zhiyuan Yu, Xiaoliang Xu, Yuanshi Zheng, Tianxing Wu",10.1145/3805712,10.1145/3805712.3809683,https://doi.org/10.1145/3805712.3809683
302,Method,Multi-modal Relational Item Representation Learning for Inferring Substitutable and Complementary Items,"Junting Wang, Chenghuan Guo, Yang Jiao, Yanhui Guo, Hari Sundaram, Yan Gao",10.1145/3805712,10.1145/3805712.3809684,https://doi.org/10.1145/3805712.3809684
303,Method,Multi-Perspective Driven Expected Location Preferences for Next POI Recommendations,"Pengxiang Lan, Enneng Yang, Yuliang Liang, Jianzhe Zhao, Guibing Guo, Hai Zhao",10.1145/3805712,10.1145/3805712.3809685,https://doi.org/10.1145/3805712.3809685
304,Method,"Multi-Sourced, Multi-Agent Evidence Retrieval for Fact-Checking","Shuzhi Gong, Richard Sinnott, Jianzhong Qi, Cecile Paris, Preslav Nakov, Zhuohan Xie",10.1145/3805712,10.1145/3805712.3809686,https://doi.org/10.1145/3805712.3809686
305,Method,<scp>NuggetIndex:</scp> Governed Atomic Retrieval for Maintainable RAG,"Saber Zerhoudi, Michael Granitzer, Jelena Mitrović",10.1145/3805712,10.1145/3805712.3809687,https://doi.org/10.1145/3805712.3809687
306,Method,NumColBERT: Non-Intrusive Numeracy Injection for Late-Interaction Retrieval Models,"Haruki Fujimaki, Makoto P. Kato",10.1145/3805712,10.1145/3805712.3809688,https://doi.org/10.1145/3805712.3809688
307,Method,One Adapts to Any: Meta Reward Modeling for Personalized LLM Alignment,"Hongru Cai, Yongqi Li, Tiezheng Yu, Fengbin Zhu, Wenjie Wang, Fuli Feng, Wenjie Li",10.1145/3805712,10.1145/3805712.3809689,https://doi.org/10.1145/3805712.3809689
308,Method,PLAID-PRF: Pseudo-Relevance Feedback with Centroid-like Tokens in PLAID,"Xiao Wang, Sean MacAvaney, Craig Macdonald",10.1145/3805712,10.1145/3805712.3809690,https://doi.org/10.1145/3805712.3809690
309,Method,Prompt-Unknown Promotion Attacks against LLM-based Sequential Recommender Systems,"Yuchuan Zhao, Tong Chen, Junliang Yu, Zongwei Wang, Lizhen Cui, Hongzhi Yin",10.1145/3805712,10.1145/3805712.3809691,https://doi.org/10.1145/3805712.3809691
310,Method,Purifying Multimodal Retrieval: Fragment-Level Evidence Selection for RAG,"Xihang Wang, Zihan Wang, Chengkai Huang, Cao Liu, Ke Zeng, Quan Z. Sheng, Lina Yao",10.1145/3805712,10.1145/3805712.3809692,https://doi.org/10.1145/3805712.3809692
311,Method,Question-Adaptive Graph Learning for Multi-hop Retrieval Augmented Generation,"Yuchen Yan, Peiyan Zhang, Zhihua Liu, Hao Wang, Yatao Bian, Weiming Li, Xiaoshuai Hao",10.1145/3805712,10.1145/3805712.3809693,https://doi.org/10.1145/3805712.3809693
312,Method,"Recasting Web-Scale Query Suggestion as <i>dense retrieval:</i> Efficient, Up-to-Date, and Context-Aware Suggestions","Sosuke Nishikawa, Naoki Yoshinaga, Nobuhiro Kaji",10.1145/3805712,10.1145/3805712.3809694,https://doi.org/10.1145/3805712.3809694
313,Method,Reconstructing Content with Collaborative Attention for Universal Multimodal Representation Learning,"Jiahan Chen, Da Li, Hengran Zhang, Yinqiong Cai, Lixin Su, Jiafeng Guo, Daiting Shi, Dawei Yin, Keping Bi",10.1145/3805712,10.1145/3805712.3809695,https://doi.org/10.1145/3805712.3809695
314,Method,RecPFN: Prior-Fitted Networks for In-Context-Based Recommendations,"En Zhi Tan, Jia Xiang Lim, Bryan Lijie Chew, Tze Minh Ng, Benjamin Yan Han Yap",10.1145/3805712,10.1145/3805712.3809696,https://doi.org/10.1145/3805712.3809696
315,Method,Recursive Short-to-Long Generalization for Multi-hop Reasoning,"Mayi Xu, Ke Sun, Jianhao Chen, Qiankun Pi, Guixin Su, Yunfeng Ning, Yongqi Li, Yuanyuan Zhu, Ming Zhong, Jiawei Jiang, Tieyun Qian",10.1145/3805712,10.1145/3805712.3809697,https://doi.org/10.1145/3805712.3809697
316,Method,RULER: Robust Unified LLM-based Efficient Retrieval for Legal Information,"Chenyu Hou, Ziyang Wang, Bin Cao, Jiaxing Wang, Tianming Zhang, Tiantian Li",10.1145/3805712,10.1145/3805712.3809698,https://doi.org/10.1145/3805712.3809698
317,Method,SciCheck: Reasoning Distillation for Biomedical Claim Verification,"Gabriel Pereira, Luciano Barbosa",10.1145/3805712,10.1145/3805712.3809699,https://doi.org/10.1145/3805712.3809699
318,Method,Universal Item Tokenization for Transferable Generative Recommendation,"Bowen Zheng, Hongyu Lu, Yu Chen, Wayne Xin Zhao, Ji-Rong Wen",10.1145/3805712,10.1145/3805712.3809720,https://doi.org/10.1145/3805712.3809720
319,Method,When More Reformulations Hurt: Avoiding Drift using Ranker Feedback,"Venktesh V, Mandeep Rathee, Avishek Anand",10.1145/3805712,10.1145/3805712.3809721,https://doi.org/10.1145/3805712.3809721
320,Method,When Vision Meets Texts in Listwise Reranking,Hongyi Cai,10.1145/3805712,10.1145/3805712.3809723,https://doi.org/10.1145/3805712.3809723
321,Method,Why Advanced Encoders Lag on Sparse Retrieval? The Answer and an Approach to Bridging Vocabulary Gaps,"Zhichao Geng, Yang Yang",10.1145/3805712,10.1145/3805712.3809724,https://doi.org/10.1145/3805712.3809724
322,Method,A Parametric Memory Head for Continual Generative Retrieval,"Kidist Amde Mekonnen, Yubao Tang, Maarten de Rijke",10.1145/3805712,10.1145/3805712.3809725,https://doi.org/10.1145/3805712.3809725
323,Method,A Voronoi Cell Formulation for Principled Token Pruning in Late-Interaction Retrieval Models,"Yash Kankanampati, Yuxuan Zong, Nadi Tomeh, Benjamin Piwowarski, Joseph Le Roux",10.1145/3805712,10.1145/3805712.3809726,https://doi.org/10.1145/3805712.3809726
324,Method,An Action-Aware Generative Sequence Modeling for Short Video Recommendation,"Wenhao Li, Zihan Lin, ZhengXiao Guo, Jie Zhou, Shukai Liu, Yongqi Liu, Chuan Luo",10.1145/3805712,10.1145/3805712.3809728,https://doi.org/10.1145/3805712.3809728
325,Method,Balanced Co-Clustering of Users and Items for Embedding Table Compression in Recommender Systems,"Runhao Jiang, Renchi Yang, Donghao Wu",10.1145/3805712,10.1145/3805712.3809729,https://doi.org/10.1145/3805712.3809729
326,Method,Balanced Frequency Decoupling: Energy-Aware Multi-Scale Preference Modeling for Sequential Recommendation,"Jiahao Hu, Wei Zhou, Jie Liao, Junlin Zhu, Junhao Wen, Hongyu Zhang",10.1145/3805712,10.1145/3805712.3809730,https://doi.org/10.1145/3805712.3809730
327,Method,Beyond the Single Path: Divergent Reasoning for LLM-based Recommendation,"Guojia An, Jie Zou, Yuhan Yang, Shuai Qin, Weikang Guo, Jinyu Guo, Yang Yang",10.1145/3805712,10.1145/3805712.3809732,https://doi.org/10.1145/3805712.3809732
328,Method,Bridging Behavior and Semantics for Time-aware Cross-Domain Sequential Recommendation,"Zhida Qin, Zemu Liu, Haoyan Fu, Chong Zhang, Tianyu Huang, Yidong Li, Gangyi Ding",10.1145/3805712,10.1145/3805712.3809733,https://doi.org/10.1145/3805712.3809733
329,Method,Constructing Hard-Positive Query–Document Pairs for Dense Retrieval via Phrase Representativeness,"Zhanyu Wu, Richong Zhang, Zhijie Nie",10.1145/3805712,10.1145/3805712.3809734,https://doi.org/10.1145/3805712.3809734
330,Method,Contrastive Flow Matching for Collaborative Filtering,"Wangyu Jin, Jiansheng Qian, Wenwen Xia, Hongliang He, Guanfeng Liu, Pengpeng Zhao",10.1145/3805712,10.1145/3805712.3809735,https://doi.org/10.1145/3805712.3809735
331,Method,Countering Interest Over-Smoothing: Distilling Latent Factors via Diffusion for Multi-Interest Retrieval,"Yankun Le, Fu Zhang, Haoran Li, Baoyuan Ou, Yingjie Qin, Zhixuan Yang, Ruilong Su",10.1145/3805712,10.1145/3805712.3809736,https://doi.org/10.1145/3805712.3809736
332,Method,Deja Vu in Plots: Leveraging Cross-Session Evidence with Retrieval-Augmented LLMs for Live Streaming Risk Assessment,"Yiran Qiao, Xiang Ao, Jing Chen, Yang Liu, Qiwei Zhong, Qing He",10.1145/3805712,10.1145/3805712.3809737,https://doi.org/10.1145/3805712.3809737
333,Method,Diagnosing and Mitigating Mid-Sequence Degradation in Recommender Systems,"Linjiang Guo, Nitin Bisht, Shiqing Wu, Huan Huo, Xianzhi Wang, Guandong Xu",10.1145/3805712,10.1145/3805712.3809738,https://doi.org/10.1145/3805712.3809738
334,Method,Efficient Sparse Retrieval with Lightweight Superblock Pruning,"Parker Carlson, Wentai Xie, Rohil Shah, Tao Yang",10.1145/3805712,10.1145/3805712.3809739,https://doi.org/10.1145/3805712.3809739
335,Method,Exploring Test-time Scaling via Prediction Merging on Large-Scale Recommendation,"Fuyuan Lyu, Zhentai Chen, Jingyan Jiang, Lingjie Li, Xing Tang, Xiuqiang He, Xue Liu",10.1145/3805712,10.1145/3805712.3809740,https://doi.org/10.1145/3805712.3809740
336,Method,Fusion and Alignment Enhancement with Large Language Models for Tail-item Sequential Recommendation,"Zhifu Wei, Yizhou Dang, Guibing Guo, Chuang Zhao, Zhu Sun",10.1145/3805712,10.1145/3805712.3809741,https://doi.org/10.1145/3805712.3809741
337,Method,GIGP <sup>+</sup> : A CPU-GPU Co-Processing Engine for Multi-Vector Retrieval,"Zheng Bian, Man Lung Yiu, Bo Tang",10.1145/3805712,10.1145/3805712.3809743,https://doi.org/10.1145/3805712.3809743
338,Method,Hierarchical Cluster-based Open-World Graph Active Learning,"Yayong Li, Zhengyi Du, Hong Zhang, Jonathan Wilton, Jinran Wu, Zongli Liu, Nan Ye",10.1145/3805712,10.1145/3805712.3809744,https://doi.org/10.1145/3805712.3809744
339,Method,HyFormer: Revisiting the Roles of Sequence Modeling and Feature Interaction in CTR Prediction,"Yunwen Huang, Shiyong Hong, Xijun Xiao, Jinqiu Jin, Xuanyuan Luo, Zhe Wang, Zheng Chai, Shikang Wu, Yuchao Zheng, Jingjian Lin",10.1145/3805712,10.1145/3805712.3809745,https://doi.org/10.1145/3805712.3809745
340,Method,Inductive Dual-Polarity Modeling via Static–Dynamic Disentanglement for Dynamic Signed Networks,"Yikang Hou, Junjie Huang, Yijun Ran, Tao Jia",10.1145/3805712,10.1145/3805712.3809746,https://doi.org/10.1145/3805712.3809746
341,Method,Learning from Natural Language Feedback for Personalized Question Answering,"Alireza Salemi, Hamed Zamani",10.1145/3805712,10.1145/3805712.3809747,https://doi.org/10.1145/3805712.3809747
342,Method,LLM-EDT: Large Language Models Enhanced Cross-domain Sequential Recommendation with Dual-phase Training,"Ziwei Liu, Qidong Liu, Wanyu Wang, Yejing Wang, Pengyue Jia, Tong Xu, Wei Huang, Chong Chen, Xiangyu Zhao",10.1145/3805712,10.1145/3805712.3809748,https://doi.org/10.1145/3805712.3809748
343,Method,MLLMRec: A Preference Reasoning Paradigm with Graph Refinement for Multimodal Recommendation,"Yuzhuo Dang, Xin Zhang, Zhiqiang Pan, Yuxiao Duan, Wanyu Chen, Fei Cai, Honghui Chen",10.1145/3805712,10.1145/3805712.3809749,https://doi.org/10.1145/3805712.3809749
344,Method,Search for Coverage: Learning Coverage-Aware Retrieval with Augmented Sub-Question Answerability,"Jia-Huei Ju, Eugene Yang, Trevor Adriaanse, Suzan Verberne, Andrew Yates",10.1145/3805712,10.1145/3805712.3809752,https://doi.org/10.1145/3805712.3809752
345,Method,An Asymmetric-difference based Document Exact Similarity Search Algorithm,"Lianyin Jia, Yongxue Zhao, Mengjuan Li, Xiuxing Li, Ying Jiang, Jiaman Ding",10.1145/3805712,10.1145/3805712.3809840,https://doi.org/10.1145/3805712.3809840
346,Method,BANANA: Bounded Adaptive Navigation Architecture for Nested Archives,"Anup Roy, Rishabh Gyanendra Upadhyay, Animesh Rameshbhai Panara, Aidan Philip Millar, Larry Murray, Robin Mills",10.1145/3805712,10.1145/3805712.3809841,https://doi.org/10.1145/3805712.3809841
347,Method,Better than Dense? Investigating the Natural Backward Compatibility of Learned Sparse Representations,"Jingfen Qiao, Gabrielle Poerwawinata, Thong Nguyen, Jia-Huei Ju, Eugene Yang, Evangelos Kanoulas, Andrew Yates",10.1145/3805712,10.1145/3805712.3809842,https://doi.org/10.1145/3805712.3809842
348,Method,Beyond Hard Negatives: The Importance of Score Distribution in Knowledge Distillation,"Youngjoon Jang, Seongtae Hong, Hyeonseok Moon, Heuiseok Lim",10.1145/3805712,10.1145/3805712.3809843,https://doi.org/10.1145/3805712.3809843
349,Method,Beyond Unimodal Perspectives: Generative Retrieval with Multimodal Semantics,"Jing Zhu, Mingxuan Ju, Yozen Liu, Shubham Vij, Danai Koutra, Neil Shah, Tong Zhao",10.1145/3805712,10.1145/3805712.3809844,https://doi.org/10.1145/3805712.3809844
350,Method,Booking Funnel and Substitution-Aware User Behavior Modeling for Demand Prediction and Joint Room Pricing,"Zhikang Fan, Zihao Chen, Pin Gao, Ruohan Zhan, Shaowen Zhang, Xingrui Li, Jianpei Wen, Su Zhao, Shuai Chen, Wei Lin",10.1145/3805712,10.1145/3805712.3809845,https://doi.org/10.1145/3805712.3809845
351,Method,Calibrating Uncertainty with Cross-Model Consistency for LLM Hallucination Mitigation,"Shu Zhou, Rui Ling, Junan Chen, Tao Fan, Hao Wang",10.1145/3805712,10.1145/3805712.3809846,https://doi.org/10.1145/3805712.3809846
352,Method,CoCo: Conformal Confidence Suppression to Optimize Search Results,"Zhou Qin, Shuang Wu, Yoon Kim, Yi Liu, Wenyang Liu",10.1145/3805712,10.1145/3805712.3809847,https://doi.org/10.1145/3805712.3809847
353,Method,Context Convergence Improves Answering Inferential Questions,"Jamshid Mozafari, Bhawna Piryani, Adam Jatowt",10.1145/3805712,10.1145/3805712.3809848,https://doi.org/10.1145/3805712.3809848
354,Method,Counterfactual Multi-task Learning for Delayed Conversion Modeling in E-commerce Sales Pre-Promotion,"Xin Song, Kaiyuan Li, Jinxin Hu",10.1145/3805712,10.1145/3805712.3809849,https://doi.org/10.1145/3805712.3809849
355,Method,CRED: Calibrated Relational Enhanced Distillation for LLM-Based Pointwise Reranking,"Qingran Yang, Wenxuan Zhang, Yuting Wang, Xue Li, Lanshun Nie",10.1145/3805712,10.1145/3805712.3809850,https://doi.org/10.1145/3805712.3809850
356,Method,Delay-Aware Sequential Recommendation with Dynamic Graphs and Variate-Temporal Decomposition,Yoonhyuk Choi,10.1145/3805712,10.1145/3805712.3809851,https://doi.org/10.1145/3805712.3809851
357,Method,Diagnosing LLM Reranker Behavior Under Fixed Evidence Pools,"Baris Arat, Emre Sefer",10.1145/3805712,10.1145/3805712.3809852,https://doi.org/10.1145/3805712.3809852
358,Method,Differentiable Dual Anchor Negative Sampling for Graph-based Recommendation,"Xi Wu, Wenzhe Zhang, Kexin Zhao, Jiquan Peng, Jibing Gong",10.1145/3805712,10.1145/3805712.3809853,https://doi.org/10.1145/3805712.3809853
359,Method,DisCoRec: Disentangled Conformity-aware Recommendation with LLM-Guided Multi-View Learning,"Minkyung Song, Soyoung Park, Sungsu Lim",10.1145/3805712,10.1145/3805712.3809854,https://doi.org/10.1145/3805712.3809854
360,Method,Does LLM Relevance Labelling Work for Arabic?,"Marwah Alaofi, Fatima Haouari",10.1145/3805712,10.1145/3805712.3809855,https://doi.org/10.1145/3805712.3809855
361,Method,Efficient Query Region Expansion and Decomposition based Spatial Range Query Algorithm,"Lianyin Jia, Rongjin Wang, Yingbin Su, Suprio Ray, Mengjuan Li, Jiaman Ding",10.1145/3805712,10.1145/3805712.3809856,https://doi.org/10.1145/3805712.3809856
